TIME_PERIOD,REF_AREA,Out_Degree_Centrality,Trend,Volatility,Express,Inexpress,True_Resilience
2009,AGO,0.7611940298507462,0.7886259649503033,0.027431935099557103,0.03478446858047056,-3.3585555489348486,3.3585555489348486
2010,AGO,0.7960199004975124,0.7901267286567139,0.005893171840798517,0.007458514725628174,-4.898264917066213,4.898264917066213
2011,AGO,0.8316831683168316,0.7940412371639483,0.03764193115288339,0.04740551169272754,-3.048995682232825,3.048995682232825
2012,AGO,0.7920792079207921,0.7950172696374479,0.002938061716655782,0.00369559483656956,-5.600343197521961,5.600343197521961
2013,AGO,0.7821782178217822,0.7937253142271153,0.011547096405333135,0.014547975475088687,-4.230234701927075,4.230234701927075
2014,AGO,0.8168316831683169,0.7903657692081881,0.026465913960128762,0.033485653087738224,-3.396608334830972,3.396608334830972
2015,AGO,0.7871287128712872,0.7832914974310509,0.003837215440236297,0.004898834537105476,-5.318553842373364,5.318553842373364
2016,AGO,0.7574257425742574,0.7750899079797091,0.01766416540545168,0.022789827636246436,-3.781397120620609,3.781397120620609
2017,AGO,0.801980198019802,0.7689623644086063,0.0330178336111957,0.04293816594858847,-3.1479709103673614,3.1479709103673614
2018,AGO,0.7574257425742574,0.7652839638073138,0.00785822123305635,0.010268373054573668,-4.5785893031978,4.5785893031978
2019,AGO,0.6930693069306931,0.7697126566431948,0.07664334971250164,0.09957397614682872,-2.306844389464257,2.306844389464257
2020,AGO,0.806930693069307,0.786649077986323,0.020281615082983984,0.02578229054167481,-3.6580286502960986,3.6580286502960986
2021,AGO,0.8217821782178218,0.8082309269527719,0.013551251265049968,0.016766558681615286,-4.088309290272917,4.088309290272917
2022,AGO,0.8415841584158416,0.8298409610718926,0.011743197343948908,0.014151142080020253,-4.257889282603239,4.257889282603239
2023,AGO,0.8712871287128713,0.8490301380754436,0.022256990637427698,0.02621460610088493,-3.6414003928402123,3.6414003928402123
2024,AGO,0.8465346534653465,0.8652283272702155,0.01869367380486897,0.021605480560082074,-3.834761983361071,3.834761983361071
2005,AIA,0.7085427135678392,0.7267401921506715,0.018197478582832383,0.02503986813909363,-3.6872460632596344,3.6872460632596344
2006,AIA,0.725,0.7180472007856842,0.006952799214315797,0.009682927816873422,-4.637287693788564,4.637287693788564
2007,AIA,0.72,0.7064426128474438,0.013557387152556166,0.019191066487213564,-3.9532582891315715,3.9532582891315715
2008,AIA,0.7213930348258706,0.690127279636988,0.03126575518888264,0.045304331695638314,-3.0943305559434937,3.0943305559434937
2009,AIA,0.6666666666666666,0.669471234399763,0.0028045677330963414,0.004189228138548584,-5.475000098189397,5.475000098189397
2010,AIA,0.6119402985074627,0.6498470312114368,0.037906732703974155,0.058331777915964146,-2.8415911152126765,2.8415911152126765
2011,AIA,0.6435643564356436,0.6361784933103822,0.007385863125261349,0.01160973406508713,-4.455825258304055,4.455825258304055
2012,AIA,0.6237623762376238,0.6273243667023354,0.0035619904647116174,0.005678068083718765,-5.170968129477817,5.170968129477817
2013,AIA,0.6089108910891089,0.6233251354930746,0.01441424440396566,0.023124760391001125,-3.76680811435122,3.76680811435122
2014,AIA,0.6237623762376238,0.6236513653140241,0.00011101092359966369,0.0001780015723107844,-8.628115968302966,8.628115968302966
2015,AIA,0.6237623762376238,0.625467342691974,0.001704966454350254,0.002725908033842631,-5.904586899984161,5.904586899984161
2016,AIA,0.6237623762376238,0.6259551159014906,0.002192739663866794,0.0035030301824578035,-5.653841492229963,5.653841492229963
2017,AIA,0.6930693069306931,0.6220239385844439,0.0710453683462492,0.11421645364313307,-2.169651159435237,2.169651159435237
2018,AIA,0.594059405940594,0.6102322260364862,0.01617282009589216,0.02650273028177502,-3.630469790546472,3.630469790546472
2019,AIA,0.6386138613861386,0.5985056524886694,0.040108208897469244,0.06701391829917355,-2.702840023194798,2.702840023194798
2020,AIA,0.5297029702970297,0.5921822409567025,0.062479270659672737,0.10550682938200594,-2.2489701166678864,2.2489701166678864
2021,AIA,0.5247524752475248,0.6030173278798896,0.07826485263236482,0.12978872913574682,-2.04183960622704,2.04183960622704
2022,AIA,0.6485148514851485,0.6327695663919871,0.01574528509316142,0.02488312638507579,-3.693525173372812,3.693525173372812
2023,AIA,0.7227722772277227,0.6706752332055732,0.05209704402214954,0.07767849689803727,-2.5551639316158536,2.5551639316158536
2024,AIA,0.7079207920792079,0.7084898506481315,0.0005690585689236416,0.0008031993237490457,-7.125663404400427,7.125663404400427
2005,ALB,0.5829145728643216,0.6178233536928787,0.034908780828557084,0.05650285088755372,-2.8734464858505095,2.8734464858505095
2006,ALB,0.655,0.6308358052629691,0.02416419473703091,0.038305046313846854,-3.2621475280529846,3.2621475280529846
2007,ALB,0.665,0.6382628519004905,0.026737148099509556,0.041890497026259736,-3.1726724075822603,3.1726724075822603
2008,ALB,0.6567164179104478,0.6383853598307985,0.0183310580796493,0.02871472191108498,-3.5503105044252186,3.5503105044252186
2009,ALB,0.582089552238806,0.6337621389751704,0.051672586736364434,0.08153309192613171,-2.5067340403587113,2.5067340403587113
2010,ALB,0.6517412935323383,0.6298849685476279,0.021856324984710462,0.03469891500206172,-3.3610180415406314,3.3610180415406314
2011,ALB,0.6336633663366337,0.6239780138843742,0.009685352452259433,0.015521945063362711,-4.165436022991783,4.165436022991783
2012,ALB,0.6039603960396039,0.6167624523191662,0.012802056279562213,0.020756867139728737,-3.8748299648965236,3.8748299648965236
2013,ALB,0.6188118811881188,0.6105091175781218,0.008302763609997044,0.013599737286371661,-4.29763127547635,4.29763127547635
2014,ALB,0.6039603960396039,0.6054405143826296,0.0014801183430256382,0.002444696560379547,-6.0134253048584805,6.0134253048584805
2015,ALB,0.5792079207920792,0.6031075896316777,0.023899668839598487,0.039627537856378486,-3.228205767328493,3.228205767328493
2016,ALB,0.6089108910891089,0.6048244712893701,0.004086419799738783,0.006756373119340422,-4.997121056262175,4.997121056262175
2017,ALB,0.6138613861386139,0.608081340305475,0.005780045833138847,0.009505382668435756,-4.6557918461370775,4.6557918461370775
2018,ALB,0.6188118811881188,0.61102220479772,0.0077896763903988475,0.012748597889298694,-4.3622555459692585,4.3622555459692585
2019,ALB,0.6138613861386139,0.6127158802171344,0.0011455059214794394,0.0018695548107444102,-6.281520201881834,6.281520201881834
2020,ALB,0.6336633663366337,0.6134775302372111,0.020185836099422594,0.03290395345305868,-3.4141320716607204,3.4141320716607204
2021,ALB,0.6138613861386139,0.6138055994788796,5.578665973426933e-05,9.088652788705764e-05,-9.294956134701799,9.294956134701799
2022,ALB,0.5841584158415841,0.6174282663389774,0.03326985049739328,0.05388456005531764,-2.920892739458216,2.920892739458216
2023,ALB,0.6039603960396039,0.628082635079899,0.02412223904029509,0.0384061550073367,-3.2595115084293607,3.2595115084293607
2024,ALB,0.6782178217821783,0.6441826338844564,0.034035187897721864,0.05283468710183605,-2.9405684245018744,2.9405684245018744
2005,ANT_F,0.9597989949748744,0.95785532497076,0.0019436700041144395,0.0020291895377558956,-6.199626121934337,6.199626121934337
2006,ANT_F,0.955,0.9543565528842692,0.000643447115730722,0.0006742208808501261,-7.300470689731019,7.300470689731019
2007,ANT_F,0.95,0.9511687679984366,0.0011687679984366817,0.0012287703694226035,-6.700927818553182,6.700927818553182
2008,ANT_F,0.945273631840796,0.9487059090524368,0.003432277211640744,0.0036178516217622034,-5.621598535030435,5.621598535030435
2009,ANT_F,0.945273631840796,0.9471949119056953,0.0019212800648992223,0.0020283893428372944,-6.200020347519059,6.200020347519059
2010,ANT_F,0.9502487562189056,0.9463135480637748,0.0039352081551308205,0.004158461181478949,-5.482369736780827,5.482369736780827
2005,ARE,0.9195979899497488,0.9236900981842393,0.004092108234490466,0.004430174408640519,-5.4190906265282335,5.4190906265282335
2006,ARE,0.94,0.9297725085963562,0.010227491403643763,0.010999993341472137,-4.5097697064907125,4.5097697064907125
2007,ARE,0.925,0.9352001816909543,0.010200181690954269,0.010906950074059132,-4.5182633910115495,4.5182633910115495
2008,ARE,0.9402985074626864,0.9409547787750981,0.0006562713124117492,0.0006974525526785252,-7.266643309021067,7.266643309021067
2009,ARE,0.9552238805970148,0.9463859320852995,0.008837948511715266,0.00933863048052862,-4.673488590636594,4.673488590636594
2010,ARE,0.9552238805970148,0.9507382704480845,0.004485610148930341,0.0047180283873670785,-5.356152350708814,5.356152350708814
2011,ARE,0.9504950495049505,0.9546704944518541,0.004175444946903695,0.0043737027290249725,-5.43191670913254,5.43191670913254
2012,ARE,0.9504950495049505,0.9595590023088376,0.009063952803887165,0.009445956717698427,-4.662062629797842,4.662062629797842
2013,ARE,0.9554455445544554,0.9661121210397597,0.010666576485304335,0.011040723175923552,-4.506074165537465,4.506074165537465
2014,ARE,0.9851485148514852,0.9735879452167236,0.011560569634761597,0.011874191429299363,-4.433303808829312,4.433303808829312
2015,ARE,0.9851485148514852,0.9795379171741839,0.005610597677301321,0.005727800403568891,-5.162249123825923,5.162249123825923
2016,ARE,0.9851485148514852,0.9833631703881568,0.0017853444633284532,0.0018155494501830237,-6.310816483891815,6.310816483891815
2017,ARE,0.9851485148514852,0.9853625339630272,0.00021401911154195208,0.0002171983449392876,-8.430106069656913,8.430106069656913
2018,ARE,0.9851485148514852,0.9861204921173129,0.0009719772658276504,0.0009856577097801756,-6.92118737728098,6.92118737728098
2019,ARE,0.9851485148514852,0.9861872860116855,0.0010387711602002359,0.001053320373254059,-6.854858915605201,6.854858915605201
2020,ARE,0.9851485148514852,0.9859576404442842,0.0008091255927989982,0.0008206494474087108,-7.104196716875738,7.104196716875738
2021,ARE,0.9851485148514852,0.9856600768276161,0.000511561976130892,0.0005190044602165216,-7.561673169086122,7.561673169086122
2022,ARE,0.9851485148514852,0.9853936564793403,0.00024514162785505,0.0002487753257220097,-8.294948741284347,8.294948741284347
2023,ARE,0.9851485148514852,0.985175590800934,2.7075949448729375e-05,2.7483374234553463e-05,-10.466190001101536,10.466190001101536
2024,ARE,0.9851485148514852,0.9849838685334185,0.00016464631806678565,0.00016715635994316749,-8.690616297459266,8.690616297459266
2005,ARG,0.8592964824120604,0.8598309801969888,0.0005344977849284227,0.0006216312243203523,-7.381556149720009,7.381556149720009
2006,ARG,0.865,0.8625899244960198,0.0024100755039802024,0.0027939991362504295,-5.879923481408958,5.879923481408958
2007,ARG,0.865,0.8652633491494623,0.0002633491494623552,0.00030435722225056973,-8.09402824620684,8.09402824620684
2008,ARG,0.8656716417910447,0.8681513465923647,0.002479704801319982,0.0028563047342531076,-5.8578764990998184,5.8578764990998184
2009,ARG,0.8706467661691543,0.8715118733958612,0.0008651072267069626,0.0009926511079373563,-6.914124410972883,6.914124410972883
2010,ARG,0.8706467661691543,0.8752061333628758,0.00455936719372152,0.005209478110262655,-5.257083659622537,5.257083659622537
2011,ARG,0.8811881188118812,0.8789569131400593,0.0022312056718218898,0.002538469905027476,-5.975799918540399,5.975799918540399
2012,ARG,0.8861386138613861,0.8817575006230663,0.0043811132383198,0.004968614653375813,-5.304412976411586,5.304412976411586
2013,ARG,0.8960396039603961,0.8829581766150436,0.013081427345352448,0.01481545524104224,-4.212016875238111,4.212016875238111
2014,ARG,0.8712871287128713,0.8826102000372684,0.011323071324397138,0.012829073722373727,-4.355963354278059,4.355963354278059
2015,ARG,0.8663366336633663,0.8828578581862754,0.01652122452290905,0.018713345947726973,-3.9784648862606478,3.9784648862606478
2016,ARG,0.8910891089108911,0.8840337469466957,0.007055361964195428,0.007980874020435832,-4.830582055437322,4.830582055437322
2017,ARG,0.8910891089108911,0.8838270662794948,0.007262042631396293,0.008216587733577961,-4.801478576051136,4.801478576051136
2018,ARG,0.8910891089108911,0.8810558740599101,0.010033234850980954,0.011387739581994676,-4.475130167699467,4.475130167699467
2019,ARG,0.8910891089108911,0.8757001549842028,0.015388953926688265,0.01757331415222357,-4.041316866102425,4.041316866102425
2020,ARG,0.8514851485148515,0.8693452113247908,0.017860062809939348,0.020544270075086152,-3.885124531194779,3.885124531194779
2021,ARG,0.8465346534653465,0.8660385779823617,0.019503924517015214,0.022520849547434874,-3.7932693499784893,3.7932693499784893
2022,ARG,0.8712871287128713,0.866970179808013,0.004316948904858231,0.004979351084271666,-5.302254891580771,5.302254891580771
2023,ARG,0.8712871287128713,0.8702093137301198,0.0010778149827515016,0.0012385698081436153,-6.69299088847539,6.69299088847539
2024,ARG,0.8811881188118812,0.8745159885018342,0.006672130310046986,0.007629512093286322,-4.875600320173016,4.875600320173016
2005,ARM,0.6633165829145728,0.6615050298991941,0.0018115530153787196,0.002738532488036833,-5.899967997944302,5.899967997944302
2006,ARM,0.65,0.6732886056197948,0.023288605619794733,0.034589335725288925,-3.36418095023197,3.36418095023197
2007,ARM,0.685,0.6853620298228562,0.00036202982285615803,0.0005282315142986999,-7.544084576667567,7.544084576667567
2008,ARM,0.7263681592039801,0.6942889740916721,0.032079185112308006,0.04620437067184702,-3.074659239342378,3.074659239342378
2009,ARM,0.7014925373134329,0.696575185237879,0.004917352075553882,0.007059327090261788,-4.953263898484781,4.953263898484781
2010,ARM,0.7014925373134329,0.693859079691083,0.007633457622349904,0.011001452378123293,-4.509637087566214,4.509637087566214
2011,ARM,0.6881188118811882,0.6885658502129792,0.0004470383317910498,0.000649231052705819,-7.338182792536296,7.338182792536296
2012,ARM,0.6683168316831684,0.6843420427848383,0.01602521110166999,0.023416961255891187,-3.7542519760154582,3.7542519760154582
2013,ARM,0.6683168316831684,0.6847626772548444,0.016445845571676054,0.024016854478117963,-3.7289577886296015,3.7289577886296015
2014,ARM,0.6881188118811882,0.6908387396949143,0.0027199278137260974,0.003937138520817843,-5.537047123960319,5.537047123960319
2015,ARM,0.7079207920792079,0.7009498808854968,0.006970911193711071,0.009944949537483122,-4.610589892351856,4.610589892351856
2016,ARM,0.7178217821782178,0.713040563156845,0.00478121902137274,0.006705395553101279,-5.0046936477236805,5.0046936477236805
2017,ARM,0.7277227722772277,0.7261705946302055,0.0015521776470222015,0.0021374834763346912,-6.147658357082041,6.147658357082041
2018,ARM,0.7425742574257426,0.7401647784702452,0.0024094789554973683,0.003255327766983484,-5.72715517037281,5.72715517037281
2019,ARM,0.7722772277227723,0.7550962662651547,0.017180961457617605,0.022753339177000315,-3.782999418717455,3.782999418717455
2020,ARM,0.7673267326732673,0.7714237262360039,0.004096993562736517,0.00531095093837328,-5.2377961028496625,5.2377961028496625
2021,ARM,0.7524752475247525,0.7923547804370812,0.03987953291232871,0.050330399837217155,-2.9891261454032754,2.9891261454032754
2022,ARM,0.8217821782178218,0.8204415319526376,0.0013406462651842643,0.0016340546071498207,-6.416079076322259,6.416079076322259
2023,ARM,0.8762376237623762,0.8518553586009509,0.024382265161425387,0.028622541274459703,-3.5535257782504326,3.5535257782504326
2024,ARM,0.8811881188118812,0.8829821416027286,0.0017940227908473938,0.002031776982024808,-6.198352449308139,6.198352449308139
2005,ATG,0.8040201005025126,0.8138914365652677,0.009871336062755143,0.012128566070695521,-4.412109329898082,4.412109329898082
2006,ATG,0.8150000000000001,0.8087491939749402,0.006250806025059896,0.00772897960409415,-4.862649054925207,4.862649054925207
2007,ATG,0.81,0.802027537614572,0.007972462385428036,0.009940384851547752,-4.611048946936672,4.611048946936672
2008,ATG,0.7960199004975124,0.7931471826781322,0.002872717819380144,0.0036219227428636335,-5.620474191375047,5.620474191375047
2009,ATG,0.8009950248756219,0.7828044383412581,0.018190586534363784,0.02323771512193921,-3.761935635878842,3.761935635878842
2010,ATG,0.7512437810945274,0.7721552486306881,0.02091146753616069,0.027081947021980777,-3.6088510103459157,3.6088510103459157
2011,ATG,0.7574257425742574,0.7652660514186591,0.007840308844401678,0.010245206657040675,-4.580847724134986,4.580847724134986
2012,ATG,0.7623762376237624,0.7628574497716218,0.00048121214785945554,0.0006308021872284488,-7.366934207702236,7.366934207702236
2013,ATG,0.7574257425742574,0.7643955973409228,0.00696985476666534,0.009118125210180617,-4.697381399432844,4.697381399432844
2014,ATG,0.7524752475247525,0.7692696538342509,0.016794406309498466,0.021831624614061584,-3.824349885960552,3.824349885960552
2015,ATG,0.801980198019802,0.7757536021966291,0.026226595823172882,0.03380789434803715,-3.3870313647184713,3.3870313647184713
2016,ATG,0.7970297029702971,0.7794343203635608,0.01759538260673632,0.022574554580210297,-3.790887613858558,3.790887613858558
2017,ATG,0.7623762376237624,0.7800949416022567,0.017718703978494288,0.022713522461895976,-3.78475080302077,3.78475080302077
2018,ATG,0.7821782178217822,0.7803338603970061,0.0018443574247760663,0.0023635491401561414,-6.047167913623832,6.047167913623832
2019,ATG,0.7821782178217822,0.7799144785955398,0.002263739226242456,0.0029025480208021903,-5.841821834352415,5.841821834352415
2020,ATG,0.7821782178217822,0.7788952952335518,0.0032829225882303747,0.004214844547553712,-5.46890534044523,5.46890534044523
2021,ATG,0.7772277227722773,0.7776970076229355,0.0004692848506582248,0.0006034289010479984,-7.41122651095909,7.41122651095909
2022,ATG,0.7722772277227723,0.7772655806897005,0.004988352966928233,0.006417823059271269,-5.048520502187233,5.048520502187233
2023,ATG,0.7673267326732673,0.778471893783751,0.011145161110483692,0.014316716119721167,-4.246257619015624,4.246257619015624
2024,ATG,0.7920792079207921,0.7813886897802831,0.010690518140509031,0.013681434451674843,-4.291642425626425,4.291642425626425
2005,AUS,0.9899497487437188,0.9899713696139334,2.1620870214622556e-05,2.183989444366882e-05,-10.6870017947428,10.6870017947428
2006,AUS,0.99,0.990013023180162,1.3023180162052839e-05,1.3154554391839437e-05,-11.165474120514839,11.165474120514839
2007,AUS,0.99,0.9900512174071564,5.121740715641199e-05,5.173207835706235e-05,-9.85028659012066,9.85028659012066
2008,AUS,0.990049751243781,0.990080409246856,3.065800307500144e-05,3.096516483779602e-05,-10.35086384693748,10.35086384693748
2009,AUS,0.990049751243781,0.9900868608660556,3.710962227454484e-05,3.748117841103765e-05,-10.165341308648209,10.165341308648209
2010,AUS,0.990049751243781,0.9900519291510586,2.1779072775229835e-06,2.199790953784088e-06,-12.652425077234962,12.652425077234962
2011,AUS,0.99009900990099,0.9899510334486045,0.00014797645238551205,0.0001494785574090666,-8.801689959613233,8.801689959613233
2012,AUS,0.99009900990099,0.9897592446402677,0.0003397652607223245,0.00034328071453963905,-7.974053202724369,7.974053202724369
2013,AUS,0.99009900990099,0.9894753098400048,0.0006237000609852217,0.0006303341324262777,-7.367675307164441,7.367675307164441
2014,AUS,0.99009900990099,0.9891523386034871,0.0009466712975029212,0.0009570530853108615,-6.9506073688868195,6.9506073688868195
2015,AUS,0.9851485148514852,0.9889432324961448,0.003794717644659551,0.003837144054347269,-5.562766348399263,5.562766348399263
2016,AUS,0.99009900990099,0.9891523604910086,0.0009466494099813483,0.000957030936580324,-6.950630487633477,6.950630487633477
2017,AUS,0.99009900990099,0.9894769367379637,0.0006220731630263154,0.0006286888960516063,-7.370284676336969,7.370284676336969
2018,AUS,0.99009900990099,0.9897656392924923,0.0003333706084976962,0.0003368177225630881,-7.993004090304014,7.993004090304014
2019,AUS,0.99009900990099,0.989966677916162,0.00013233198482798247,0.00013367317080463325,-8.91265967178334,8.91265967178334
2020,AUS,0.99009900990099,0.9900816016678994,1.7408233090598912e-05,1.758262456475594e-05,-10.893283577032637,10.893283577032637
2021,AUS,0.99009900990099,0.990133132724203,3.412282321302307e-05,3.446286371524527e-05,-10.247024501547878,10.247024501547878
2022,AUS,0.99009900990099,0.9901467785788666,4.776867787659178e-05,4.8244037055953454e-05,-9.918722272682368,9.918722272682368
2023,AUS,0.99009900990099,0.990142587073969,4.357717297898134e-05,4.401100765472467e-05,-10.008603483557778,10.008603483557778
2024,AUS,0.99009900990099,0.9901329630631291,3.395316213916644e-05,3.429151781203919e-05,-10.251867911509745,10.251867911509745
2005,AUT,0.9246231155778896,0.9333848701752183,0.008761754597328753,0.009387075875446712,-4.668314918852319,4.668314918852319
2006,AUT,0.945,0.9361199341400379,0.008880065859962039,0.009486034359603365,-4.657829216821514,4.657829216821514
2007,AUT,0.935,0.937453117369285,0.002453117369284996,0.0026167893880059017,-5.945425062398239,5.945425062398239
2008,AUT,0.9402985074626864,0.9374033496649814,0.0028951577977049947,0.0030884867210467033,-5.779750311563849,5.779750311563849
2009,AUT,0.9353233830845772,0.9355970620500628,0.0002736789654855798,0.00029251798299355445,-8.13357164972624,8.13357164972624
2010,AUT,0.945273631840796,0.9321239107950982,0.013149721045697893,0.014107267170607425,-4.260994329262309,4.260994329262309
2011,AUT,0.9257425742574258,0.9270297635361793,0.0012871892787534867,0.0013885091173809453,-6.578804747176078,6.578804747176078
2012,AUT,0.915841584158416,0.9224644432767094,0.0066228591182934116,0.007179527803552173,-4.936382388379714,4.936382388379714
2013,AUT,0.9108910891089108,0.920371822735491,0.009480733626580196,0.010300982051364796,-4.575418970087903,4.575418970087903
2014,AUT,0.9108910891089108,0.9216361171723996,0.01074502806348876,0.011658644733297507,-4.451621567366384,4.451621567366384
2015,AUT,0.9306930693069309,0.9256246244670583,0.005068444839872566,0.00547570225110508,-5.207252138159291,5.207252138159291
2016,AUT,0.9356435643564356,0.9299854380089331,0.005658126347502512,0.006084102090476134,-5.101911775283857,5.101911775283857
2017,AUT,0.9405940594059408,0.9331776023618685,0.007416457044072233,0.007947530057838091,-4.834768265796856,4.834768265796856
2018,AUT,0.9356435643564356,0.9345654623053109,0.0010781020511246853,0.001153586446973238,-6.764013053693848,6.764013053693848
2019,AUT,0.9306930693069309,0.934699995745758,0.004006926438827163,0.0042868583043377505,-5.451967900456977,5.451967900456977
2020,AUT,0.9455445544554456,0.9343046769178873,0.011239877537558285,0.01203020579393516,-4.420251521771154,4.420251521771154
2021,AUT,0.915841584158416,0.9334618718261644,0.01762028766774837,0.018876280006249403,-3.9697961961091,3.9697961961091
2022,AUT,0.9405940594059408,0.9340523268810634,0.006541732524877331,0.007003603905919411,-4.9611876452716075,4.9611876452716075
2023,AUT,0.9306930693069309,0.9351375424662187,0.004444473159287865,0.00475274807978145,-5.348821902659525,5.348821902659525
2024,AUT,0.9405940594059408,0.9368256961692457,0.0037683632366950492,0.0040224806515280105,-5.51560791725556,5.51560791725556
2005,AZE,0.8743718592964824,0.860947994932466,0.013423864364016436,0.015591957287814373,-4.160935922572881,4.160935922572881
2006,AZE,0.85,0.8608158480617647,0.010815848061764721,0.012564647928030095,-4.376788543217373,4.376788543217373
2007,AZE,0.855,0.8628315194893058,0.007831519489305827,0.009076533845148773,-4.701952726216882,4.701952726216882
2008,AZE,0.8606965174129353,0.8674122918234495,0.006715774410514186,0.007742309480531427,-4.860926101303398,4.860926101303398
