REF_AREA,TIME_PERIOD,Exposure,True_Resilience,FDI,GDP_PC,Internet_Use,CC,GE,PV,RL,RQ,VA
AFG,2016,0.0050949709722149,3.458649063809061,0.516606084523093,563.872336723147,11.0,-1.54022777080536,-1.29146802425385,-2.6621561050415,-1.52253365516663,-1.33969509601593,-1.03783690929413
AFG,2017,0.0050949709722149,4.587771138198673,0.274796791572807,562.769574140988,13.5,-1.53007459640503,-1.38659679889679,-2.7949755191803,-1.58117640018463,-1.36301040649414,-0.990954160690308
AFG,2018,0.0050949709722149,4.897608913851193,0.661572217787196,553.125151688293,16.8,-1.50287592411041,-1.50175786018372,-2.75344133377075,-1.68912386894226,-1.13820362091064,-1.00768673419952
AFG,2019,0.0050949709722149,5.180743266075177,0.124495985291258,557.861533207459,17.6,-1.41931009292603,-1.5191125869751,-2.65253973007202,-1.74210047721863,-1.11377799510956,-1.00671291351318
AFG,2020,0.0050949709722149,4.181721360092293,0.0649939571808755,527.834554499306,17.0485,-1.49336087703705,-1.61153948307037,-2.702721118927,-1.83140671253204,-1.38916301727295,-1.07826685905457
AFG,2021,0.0050949709722149,4.948173408823454,0.144466946606861,408.625855217403,16.5143,-1.15226578712463,-1.67058789730072,-2.51867604255676,-1.87723398208618,-1.31168210506439,-1.56838941574097
AFG,2022,0.0050949709722149,4.900401632941485,0.0,377.665627080705,17.1917,-1.18368434906006,-1.88003480434418,-2.54495596885681,-1.65984559059143,-1.27180624008179,-1.75352871417999
AFG,2023,0.0050949709722149,5.917517701310097,0.0,378.06630312259,17.7089,-1.15493178367615,-1.98701369762421,-2.48408055305481,-1.64964091777802,-1.26642525196075,-1.85290133953094
AFG,2024,0.0050949709722149,6.627154673940575,,,,,,,,,
AGO,2005,0.0,2.99485876142317,-3.14962046173322,2843.3966357968,1.14337,-1.32318198680878,-1.1102192401886,-0.885178327560425,-1.46479499340057,-1.24003624916077,-1.23471939563751
AGO,2006,0.0,1.9931259709988087,-0.0643009490167298,3065.05576243895,1.5,-1.24103772640228,-1.38104915618896,-0.539453446865082,-1.31127274036407,-1.15621566772461,-1.25208795070648
AGO,2007,0.0,3.185291513996731,-1.22312266225132,3336.36332465208,1.7,-1.30749356746674,-1.20500719547272,-0.666658759117126,-1.3751335144043,-1.07531261444092,-1.18531394004822
AGO,2008,0.0,2.7760812928217007,1.69952793928946,3559.19522512236,1.9,-1.30876457691193,-1.06138837337494,-0.361787378787994,-1.37856388092041,-1.10149598121643,-1.11934685707092
AGO,2009,0.0,3.3585555489348486,2.69909240017807,3494.80724466172,2.3,-1.39776611328125,-0.945070207118988,-0.34759184718132,-1.23628926277161,-1.05952525138855,-1.12613534927368
AGO,2010,0.0,4.898264917066213,-3.37761927933748,3540.79159568381,2.8,-1.33247494697571,-1.13826775550842,-0.226182341575623,-1.27295327186584,-1.06021749973297,-1.12052512168884
AGO,2011,0.0,3.048995682232825,-2.40838836782517,3528.16824373399,4.7,-1.36746907234192,-1.19323122501373,-0.369237810373306,-1.27705323696136,-1.10753154754639,-1.12547838687897
AGO,2012,0.0,5.600343197521961,-1.02012839058611,3682.35229322763,7.7,-1.30240142345428,-0.988945424556732,-0.389322549104691,-1.30477690696716,-0.990437567234039,-1.07624673843384
AGO,2013,0.0,4.230234701927075,-4.78350487024797,3716.29718727282,13.0,-1.33697164058685,-1.24288654327393,-0.39123347401619,-1.29094779491425,-1.0416704416275,-1.11391913890839
AGO,2014,0.0,3.396608334830972,2.38352427018273,3746.81619978613,21.3623,-1.45822596549988,-1.05657386779785,-0.333232045173645,-1.07495403289795,-0.860683441162109,-1.14532363414764
AGO,2015,0.0,5.318553842373364,9.7795154502448,3641.72893919944,22.0,-1.42772650718689,-0.929087340831757,-0.50538581609726,-1.03065872192383,-0.8636714220047,-1.17716491222382
AGO,2016,0.0,3.781397120620609,-0.299804386002375,3454.03317187119,23.2,-1.48399043083191,-0.971493542194366,-0.321580082178116,-1.00395023822784,-0.969250917434692,-1.14032745361328
AGO,2017,0.0,3.147970910367361,-8.76696380208172,3328.8982124109,26.0,-1.44517171382904,-0.951988995075226,-0.387895494699478,-1.03998208045959,-1.04546654224396,-1.09524345397949
AGO,2018,0.0,4.5785893031978,-7.21246216123288,3196.79006983557,29.0,-1.19948387145996,-1.00525164604187,-0.347208589315414,-1.00106203556061,-0.8006831407547,-0.903594315052032
AGO,2019,0.0,2.306844389464257,-5.07649440156737,3083.97534427357,32.1294,-1.05461812019348,-1.1284898519516,-0.368411600589752,-1.02354824542999,-0.833844542503357,-0.793109953403473
AGO,2020,0.0,3.6580286502960986,-3.17143620765821,2864.16146036893,36.6347,-0.93506121635437,-1.25748455524445,-0.599917888641357,-0.951058804988861,-0.856853485107422,-0.816005945205688
AGO,2021,0.0,4.088309290272917,-5.47403409372737,2832.81777132286,39.3876,-0.649475812911987,-1.1263599395752,-0.710480749607086,-0.983753621578217,-0.670014679431915,-0.859023571014404
AGO,2022,0.0,4.257889282603239,-5.02899288556058,2860.90251922246,42.0719,-0.612375736236572,-1.02603423595428,-0.630108535289764,-1.02203571796417,-0.606698572635651,-0.807577967643738
AGO,2023,0.0,3.641400392840212,-1.97786390222726,2809.15727975557,44.7581,-0.60992020368576,-1.00890958309174,-0.34150505065918,-1.09906601905823,-0.761388182640076,-0.737252414226532
AGO,2024,0.0,3.834761983361071,-1.0986881170909,2845.47779302975,,,,,,,
AIA,2005,0.0,3.6872460632596336,,,,1.26966309547424,1.55332243442535,1.18966603279114,1.63336908817291,1.11161744594574,0.903781235218048
AIA,2006,0.0,4.637287693788564,,,,1.25131320953369,1.53840279579163,1.10479998588562,1.58680200576782,1.3497759103775,1.01727342605591
AIA,2007,0.0,3.953258289131572,,,,1.26187098026276,1.50177264213562,1.08573806285858,1.61983132362366,1.37826728820801,0.972128868103027
AIA,2008,0.0,3.0943305559434937,,,,1.27677536010742,1.52840650081635,1.11250960826874,1.65948581695557,1.39858841896057,0.967198193073273
AIA,2009,0.0,5.475000098189397,,,,1.3177649974823,1.53620111942291,0.868718087673187,1.39318251609802,1.40567350387573,0.963811635971069
AIA,2010,0.0,2.8415911152126765,,,,1.30177271366119,1.51271617412567,1.37376165390015,1.37530410289764,1.38942682743073,0.988284409046173
AIA,2011,0.0,4.455825258304055,,,,1.27229809761047,1.49892425537109,1.55092763900757,1.35215795040131,1.36641407012939,1.00905168056488
AIA,2012,0.0,5.170968129477817,,,,1.26053082942963,1.52334606647491,1.47692024707794,1.35794031620026,1.32121312618256,1.02567172050476
AIA,2013,0.0,3.76680811435122,,,,1.25358092784882,1.53249549865723,1.53397953510284,1.36059021949768,1.3194192647934,1.00473141670227
AIA,2014,0.0,8.628115968302966,,,,1.2206939458847,0.948003530502319,1.16425490379333,0.0195597112178802,0.880748271942139,
AIA,2015,0.0,5.904586899984161,,,,1.15172910690308,0.961984634399414,1.22000181674957,-0.0804554671049118,0.898378431797028,
AIA,2016,0.0,5.653841492229963,,,,1.15941143035889,1.27626776695251,1.28404271602631,-0.123508617281914,0.860476732254028,
AIA,2017,0.0,2.169651159435237,,,,1.17178130149841,0.783770322799683,1.35839092731476,-0.146304741501808,0.831705510616302,
AIA,2018,0.0,3.630469790546472,,,,1.17894005775452,0.7747842669487,1.25506341457367,-0.142874255776405,0.813936293125153,
AIA,2019,0.0,2.702840023194798,,,,1.17618942260742,0.762365400791168,1.31704616546631,0.300148159265518,0.835124850273132,
AIA,2020,0.0,2.2489701166678864,,,,0.632067441940308,0.911797344684601,1.50384271144867,0.373447895050049,0.930365979671478,
AIA,2021,0.0,2.04183960622704,,,,0.63789439201355,0.916287004947662,1.52878737449646,0.383823066949844,0.946981251239777,
AIA,2022,0.0,3.693525173372812,,,,1.27027237415314,1.21938359737396,1.12317395210266,0.428014487028122,0.972116887569427,
AIA,2023,0.0,2.5551639316158536,,,,1.25135612487793,1.20168173313141,1.11422121524811,0.683675646781921,0.931279718875885,
AIA,2024,0.0,7.125663404400427,,,,,,,,,
ALB,2005,0.3378418597654498,2.873446485850509,3.17899814544722,2712.86983830331,6.04389,-0.813263893127441,-0.696387231349945,-0.505047976970673,-0.763833165168762,-0.400731235742569,0.0036717876791954
ALB,2006,6.145497807071054,3.2621475280529846,3.55321913781567,2894.36032580174,9.60999,-0.790545284748077,-0.580952644348145,-0.508157312870026,-0.703135848045349,-0.14859938621521,0.0758899599313736
ALB,2007,6.145891839059342,3.1726724075822603,5.86740351847628,3105.8796756386,15.0361,-0.706940054893494,-0.427722543478012,-0.203974649310112,-0.661545991897583,0.0345503017306328,0.113008469343185
ALB,2008,6.145891839059342,3.5503105044252186,9.40665320050491,3345.98161761476,23.86,-0.605212390422821,-0.367063492536545,-0.0305009130388498,-0.600079298019409,0.137666508555412,0.174939081072807
ALB,2009,6.145891839059342,2.5067340403587117,10.9068201480963,3459.24695646692,41.2,-0.545270919799805,-0.255941480398178,-0.0451405122876167,-0.49437016248703,0.241446003317833,0.141477331519127
ALB,2010,6.145891839059342,3.3610180415406314,9.01744998049889,3579.82413181046,45.0,-0.531616508960724,-0.279453217983246,-0.191482901573181,-0.385760486125946,0.233281955122948,0.123838223516941
ALB,2011,6.145891839059342,4.165436022991783,8.08329285826067,3677.89457937717,47.0,-0.701794147491455,-0.202177077531815,-0.282379418611526,-0.442926466464996,0.283972561359406,0.0623337626457214
ALB,2012,6.145891839059342,3.874829964896524,7.49597513325321,3771.84781862015,49.4,-0.778729438781738,-0.26892501115799,-0.143631592392921,-0.519839763641357,0.240491986274719,0.0220640376210213
ALB,2013,6.145891839059342,4.29763127547635,9.80035898039468,3895.89975621942,51.8,-0.751372694969177,-0.324457377195358,0.0919297859072685,-0.518828868865967,0.25416025519371,0.0488644428551197
ALB,2014,6.145891839059342,6.0134253048584805,8.64846635716115,4045.11934884933,54.3,-0.5865718126297,-0.0497708097100258,0.485986232757568,-0.311199098825455,0.279037684202194,0.143689781427383
ALB,2015,6.145891839059342,3.228205767328493,8.62740636982337,4199.53912925398,56.9,-0.54514080286026,0.0275752544403076,0.341639041900635,-0.31968680024147,0.174237310886383,0.157135263085365
ALB,2016,6.145891839059342,4.997121056262175,8.71147225448456,4431.55635814168,59.6,-0.472373723983765,0.0290823616087437,0.337447881698608,-0.322631984949112,0.186607629060745,0.171097502112389
ALB,2017,6.145891839059342,4.6557918461370775,7.71411336285186,4648.23078660658,62.4,-0.481386840343475,0.0985528454184532,0.373770743608475,-0.414191573858261,0.220610320568085,0.203885167837143
ALB,2018,6.145891839059342,4.3622555459692585,7.83109146132114,4893.82375538717,65.4,-0.546018898487091,0.0805245339870453,0.366779267787933,-0.414752036333084,0.256079822778702,0.188786596059799
ALB,2019,6.145891839059342,6.281520201881834,7.70621465029911,5072.43648354739,68.5504,-0.564274072647095,-0.0623007006943226,0.11010505259037,-0.426317363977432,0.272065460681915,0.141965284943581
ALB,2020,6.145891839059342,3.4141320716607204,7.01865154497786,4980.61699524696,72.2377,-0.573538780212402,-0.155121222138405,0.0886125192046165,-0.378028213977814,0.221967235207558,0.0863254442811012
ALB,2021,6.145891839059342,9.2949561347018,6.75791457973236,5511.75743402862,79.3237,-0.577179968357086,-0.0359850227832794,0.196371927857399,-0.280716270208359,0.175859391689301,0.0855889618396759
ALB,2022,6.145891839059342,2.920892739458216,7.57934042905775,5867.65096230557,82.6137,-0.408189445734024,0.0645405352115631,0.106261312961578,-0.165585100650787,0.159353822469711,0.141740188002586
ALB,2023,6.145891839059342,3.2595115084293607,6.90036950940795,6198.17195301204,83.1356,-0.332218527793884,0.250855356454849,0.183348968625069,-0.164097368717194,0.171953663229942,0.168997228145599
ALB,2024,6.145891839059342,2.9405684245018744,6.32349466068578,6549.23387415397,,,,,,,
ANT_F,2005,0.0,6.199626121934337,,,,,,,,,
ANT_F,2006,0.0,7.300470689731019,,,,,,,,,
ANT_F,2007,0.0,6.700927818553182,,,,,,,,,
ANT_F,2008,0.0,5.621598535030435,,,,,,,,,
ANT_F,2009,0.0,6.200020347519059,,,,,,,,,
ANT_F,2010,0.0,5.482369736780827,,,,,,,,,
ARE,2005,0.0147694615234024,5.4190906265282335,6.03481604123485,55363.5661047143,40.0,0.990808546543121,0.716674387454987,0.875413298606873,0.389575779438019,0.651603817939758,-0.708473205566406
ARE,2006,0.0147694615234024,4.5097697064907125,5.76543753223521,56629.9761392644,52.0,0.885872542858124,0.945923328399658,0.923421084880829,0.31153592467308,0.624527931213379,-0.999829351902008
ARE,2007,0.0147694615234024,4.5182633910115495,5.50043971722883,52038.6159567932,61.0,1.00609827041626,0.943043947219849,0.975391387939453,0.274766087532043,0.609011650085449,-0.906883299350739
ARE,2008,0.0147694615234024,7.266643309021067,1.60487460715228,47922.6988207823,63.0,1.07145047187805,0.898490905761719,0.696017920970917,0.417219996452332,0.567518591880798,-0.9123814702034
ARE,2009,0.0147694615234024,4.673488590636594,0.447367365845778,42672.1987890808,64.0,0.906304717063904,1.00920045375824,0.919041454792023,0.399278730154037,0.443285644054413,-0.838367760181427
ARE,2010,0.0147694615234024,5.356152350708814,2.85854032456409,42328.8508165469,68.0,0.890833914279938,0.918635427951813,0.801757872104645,0.317414134740829,0.318565338850021,-0.903547346591949
ARE,2011,0.0147694615234024,5.43191670913254,1.938861867408,43687.7782783233,78.0,1.07048761844635,1.07076179981232,0.912175714969635,0.498547106981277,0.445208370685577,-0.89624410867691
ARE,2012,0.0147694615234024,4.662062629797842,2.43554239157448,43958.5681120856,85.0,1.15573620796204,1.16282367706299,0.863251447677612,0.534359633922577,0.670992136001587,-1.00081920623779
ARE,2013,0.0147694615234024,4.506074165537465,2.38382217021709,44312.6337162614,88.0,1.27354276180267,1.19010066986084,0.894792199134827,0.613428473472595,0.774973034858704,-1.01959705352783
ARE,2014,0.0147694615234024,4.433303808829312,2.60546065371654,44257.6514761082,90.4,1.19880998134613,1.45158290863037,0.7689089179039,0.651002466678619,0.987515151500702,-1.06146609783173
ARE,2015,0.0147694615234024,5.162249123825923,2.23861395699196,44910.334995523,90.5,1.03457427024841,1.5004917383194,0.748049259185791,0.614161610603333,1.09659695625305,-1.11243331432343
ARE,2016,0.0147694615234024,6.310816483891815,2.51620200951453,45168.4982473243,90.6,1.13167703151703,1.4101870059967,0.549646139144897,0.819037973880768,0.95991837978363,-1.05007648468018
ARE,2017,0.0147694615234024,8.430106069656913,2.56696112401594,43293.0203824801,94.8199,1.09575378894806,1.40890324115753,0.601949751377106,0.768334984779358,1.00095462799072,-1.0966237783432
ARE,2018,0.0147694615234024,6.92118737728098,2.35729150002132,43377.7858697225,98.45,1.11705148220062,1.42633962631226,0.689255595207214,0.774245142936707,0.919854760169983,-1.1226601600647
ARE,2019,0.0147694615234024,6.854858915605201,4.11928564301823,43468.4586811918,99.15,1.07238209247589,1.38027024269104,0.667538404464722,0.808277487754822,0.968137919902802,-1.139524102211
ARE,2020,0.0147694615234024,7.104196716875738,5.56735507865122,39878.474427695,100.0,1.08361399173737,1.2852668762207,0.592605352401733,0.875135958194733,1.07433104515076,-1.17806625366211
ARE,2021,0.0147694615234024,7.561673169086122,4.89230472033291,40935.8936567784,100.0,1.15039455890656,1.36370348930359,0.597572147846222,0.798968315124512,1.00612270832062,-1.19142639636993
ARE,2022,0.0147694615234024,8.294948741284347,4.44591399207935,41828.5553298104,100.0,1.1556144952774,1.29912793636322,0.744183301925659,0.836056530475616,1.03478074073792,-1.12749147415161
ARE,2023,0.0147694615234024,10.466190001101536,5.87184069440898,41926.5823645673,100.0,1.07366383075714,1.60428190231323,0.677530944347382,0.881900131702423,1.04239141941071,-1.0949410200119
ARE,2024,0.0147694615234024,8.690616297459266,8.26261712974626,41605.4168670844,100.0,,,,,,
ARG,2005,0.0,7.381556149720009,2.64935441452167,11099.7509190602,17.7206,-0.377738356590271,-0.0979790613055229,-0.0417749434709549,-0.557991087436676,-0.525074362754822,0.269231617450714
ARG,2006,0.0,5.879923481408958,2.38106854489628,11870.2791559298,20.9272,-0.33123853802681,-0.0339163094758987,0.0019677628297358,-0.57701563835144,-0.61456698179245,0.403436541557312
ARG,2007,0.0,8.09402824620684,2.25129423568361,12811.9021206578,25.9466,-0.372122079133987,-0.0125325033441186,0.0977966338396072,-0.60147225856781,-0.635693550109863,0.448621332645416
ARG,2008,0.0,5.857876499099818,2.68990096507093,13197.3570267029,28.1126,-0.434875011444092,-0.123509347438812,-0.0877556875348091,-0.699731647968292,-0.702629446983337,0.358895927667618
ARG,2009,0.0,6.914124410972883,1.20643922647566,12285.3784651865,34.0,-0.445475101470947,-0.294032037258148,-0.234854578971863,-0.694468080997467,-0.830836772918701,0.280091494321823
ARG,2010,0.0,5.257083659622537,2.67516171886535,13387.1553748458,45.0,-0.355230033397675,-0.1117919459939,-0.0847978666424751,-0.59809422492981,-0.742940902709961,0.361670136451721
ARG,2011,0.0,5.975799918540399,2.04465997872008,14040.6189124444,51.0,-0.364098519086838,-0.0723610669374466,0.158993661403656,-0.563123285770416,-0.701964378356934,0.344941824674606
ARG,2012,0.0,5.304412976411586,2.80667189982932,13754.4254235596,55.8,-0.445909202098846,-0.206967011094093,0.103040546178818,-0.623034238815308,-0.897686779499054,0.295209914445877
ARG,2013,0.0,4.212016875238111,1.77920553648531,13946.0950832252,59.9,-0.434306710958481,-0.254236966371536,0.0653142631053925,-0.656328618526459,-0.928134799003601,0.276933550834656
ARG,2014,0.0,4.355963354278059,0.962406650325519,13456.1319159151,64.7,-0.549791395664215,-0.111114293336868,-0.0051218713633716,-0.866627335548401,-1.0661495923996,0.34527176618576
ARG,2015,0.0,3.978464886260648,1.97713461784426,13679.6264980954,68.0431,-0.581265270709991,-0.0494756102561951,0.0087641347199678,-0.74863588809967,-0.898022353649139,0.411758154630661
ARG,2016,0.0,4.830582055437322,0.584748941173009,13265.8860639123,70.969,-0.299235552549362,0.218796372413635,0.197749897837639,-0.320159524679184,-0.347571164369583,0.49326366186142
ARG,2017,0.0,4.801478576051136,1.78936504083806,13520.1129846159,74.2949,-0.309002459049225,0.135085612535477,0.162542164325714,-0.237312033772469,-0.196430206298828,0.528708100318909
ARG,2018,0.0,4.475130167699467,2.23253157689253,13058.3285449954,77.7,-0.0992739275097847,0.0280606187880039,0.0069098123349249,-0.219330430030823,-0.195977628231049,0.539252579212189
ARG,2019,0.4776836228568389,4.041316866102425,1.48500687570697,12706.3978108968,79.947,-0.107116244733334,-0.120795331895351,-0.0978230908513069,-0.427360445261002,-0.453079700469971,0.570874631404877
ARG,2020,0.4776836228568389,3.885124531194779,1.26616924308721,11393.0505957877,85.5144,-0.163570061326027,-0.254261821508408,-0.0719974040985107,-0.486265957355499,-0.498344272375107,0.584501206874847
ARG,2021,0.4776836228568389,3.793269349978489,1.36838083162438,12549.2811699342,87.1507,-0.422596842050552,-0.390557259321213,0.000530058634467423,-0.477947890758514,-0.631172716617584,0.610777020454407
ARG,2022,0.4776836228568389,5.302254891580771,2.3984601182853,13276.8232110189,88.3754,-0.447221606969833,-0.28348970413208,-0.0985943302512169,-0.482351809740067,-0.697565734386444,0.546316981315613
ARG,2023,0.4776836228568389,6.69299088847539,3.81190879856952,12993.0928872416,89.229,-0.360883951187134,-0.377517342567444,-0.127517908811569,-0.410826534032822,-0.482535392045975,0.533921837806702
ARG,2024,0.4776836228568389,4.875600320173016,1.82409522925391,12774.3506596628,89.6672,,,,,,
ARM,2005,0.0,5.899967997944302,5.96010687349519,2240.09273209788,5.25298,-0.683349847793579,-0.142497807741165,-0.0663353949785233,-0.388776749372482,0.0890626683831215,-0.591363310813904
ARM,2006,0.0,3.36418095023197,7.30731450469503,2551.43546358452,5.63179,-0.669232606887817,-0.261502921581268,-0.261023759841919,-0.544567346572876,0.292330682277679,-0.742222785949707
ARM,2007,0.0,7.544084576667567,7.25233231640274,2919.3734936373,6.02125,-0.745891690254211,-0.381906569004059,0.150905832648277,-0.496518045663834,0.265207171440125,-0.759377896785736
ARM,2008,0.0,3.074659239342378,8.09234920917782,3141.33193500774,6.21,-0.712412357330322,-0.177952587604523,-0.0068530277349054,-0.337751358747482,0.300939857959747,-0.857629656791687
ARM,2009,0.0,4.953263898484781,8.78869421378729,2716.97436280471,15.3,-0.621459662914276,-0.0268956422805786,0.227863356471062,-0.468710690736771,0.273454070091248,-0.876420259475708
ARM,2010,0.0,4.509637087566214,5.7160373406455,2796.08143428043,25.0,-0.695039570331573,-0.171523153781891,0.071855328977108,-0.48135831952095,0.268946558237076,-0.847521543502808
ARM,2011,0.0,7.338182792536296,6.44066805582743,2943.83687119315,32.0,-0.664559423923492,-0.11502830684185,-0.06386898458004,-0.437706410884857,0.246940597891808,-0.690779805183411
ARM,2012,0.0,3.754251976015458,4.67672759828402,3159.75860786889,37.5,-0.588001489639282,-0.0323866233229637,0.154794976115227,-0.418281972408295,0.334273397922516,-0.570491433143616
ARM,2013,0.0,3.7289577886296015,3.11193185351156,3266.29882999873,41.9,-0.53053343296051,0.0783172845840454,0.11038514226675,-0.340888947248459,0.23518268764019,-0.588099241256714
ARM,2014,0.0,5.537047123960319,3.50211415457343,3393.09252326884,54.6228,-0.565446794033051,-0.257329761981964,-0.297135800123215,-0.417726755142212,0.15851990878582,-0.562132000923157
ARM,2015,0.0144417705237404,4.610589892351856,1.74473701796819,3512.39350276709,59.1008,-0.609746634960175,-0.331789612770081,-0.256798654794693,-0.462551325559616,0.189176842570305,-0.536273837089539
ARM,2016,0.0144417705237404,5.0046936477236805,3.16536727816995,3533.88503607007,64.346,-0.659795224666595,-0.31255441904068,-0.667951107025146,-0.160894498229027,0.20515838265419,-0.579092621803284
ARM,2017,0.0144417705237404,6.147658357082041,2.19257337687685,3815.3747426037,64.7449,-0.637015163898468,-0.251550018787384,-0.626211166381836,-0.209393918514252,0.228397324681282,-0.560670435428619
ARM,2018,4.673257358607732,5.72715517037281,2.14204783415544,4027.83393010979,68.2451,-0.409369438886642,-0.170582666993141,-0.451066911220551,-0.197214365005493,0.350590288639069,-0.130965158343315
ARM,2019,4.673257358607732,3.782999418717455,0.736345856475298,4343.45839583019,66.5439,-0.227039858698845,-0.226045966148376,-0.420024991035461,-0.177464514970779,0.242604270577431,0.0547882094979286
