TIME_PERIOD,REF_AREA,Out_Degree_Centrality,Trend,Volatility,Express,Inexpress,True_Resilience
2023,AGO,0.8883248730964466,0.8664283853998823,0.02189648769656427,0.025272126427919827,-3.6780136443040963,3.6780136443040963
2024,AGO,0.8629441624365481,0.884057195135723,0.02111303269917486,0.023881975979997003,-3.7345893759445152,3.7345893759445152
2005,AIA,0.7202072538860104,0.7368492503886229,0.016641996502612555,0.022585347672994676,-3.790409640502637,3.790409640502637
2006,AIA,0.7282051282051282,0.7288024378348471,0.000597309629718934,0.0008195768821704868,-7.105502950214482,7.105502950214482
2007,AIA,0.7435897435897436,0.7180929058406532,0.025496837749090395,0.035506321733177255,-3.3380163577615574,3.3380163577615574
2008,AIA,0.7282051282051282,0.7019623654248681,0.026242762780260054,0.03738485718443954,-3.2864627962271236,3.2864627962271236
2009,AIA,0.6820512820512821,0.6817320216461732,0.00031926040510887876,0.00046830777339454155,-7.664251771494259,7.664251771494259
2010,AIA,0.6153846153846154,0.6629219216080919,0.047537306223476516,0.07170875584889733,-2.635128475794365,2.635128475794365
2011,AIA,0.6598984771573604,0.6511031940789652,0.008795283078395166,0.013508278193653711,-4.304378555998124,4.304378555998124
2012,AIA,0.6446700507614213,0.6442409988313774,0.00042905193004383335,0.0006659804806308713,-7.312749776898344,7.312749776898344
2013,AIA,0.6345177664974618,0.6417077409304561,0.007189974432994295,0.011204437743838117,-4.491356105661625,4.491356105661625
2014,AIA,0.6294416243654822,0.6429444737501362,0.013502849384653959,0.021001579352405313,-3.8631100224962323,3.8631100224962323
2015,AIA,0.6446700507614213,0.6462418547550733,0.0015718039936520878,0.0024322225217798745,-6.018538759527405,6.018538759527405
2016,AIA,0.649746192893401,0.6477300855083792,0.0020161073850217814,0.003112573323561795,-5.771984233724542,5.771984233724542
2017,AIA,0.7258883248730964,0.6432878789341806,0.0826004459389158,0.1284035478420187,-2.052569469023162,2.052569469023162
2018,AIA,0.6040609137055837,0.6291165251382086,0.025055611432624914,0.03982666236134955,-3.2231935739113964,3.2231935739113964
2019,AIA,0.6598984771573604,0.6146333855764208,0.04526509158093961,0.07364567666380295,-2.608476260461541,2.608476260461541
2020,AIA,0.5380710659898477,0.605246923875555,0.06717585788570735,0.1109891768727426,-2.1983135782278205,2.1983135782278205
2021,AIA,0.5380710659898477,0.6136080183152992,0.07553695232545155,0.12310294205874814,-2.094726223081487,2.094726223081487
2022,AIA,0.649746192893401,0.641619409913628,0.008126782979772984,0.01266604914721482,-4.368751212546997,4.368751212546997
2023,AIA,0.7309644670050761,0.6790979273164435,0.05186653968863264,0.07637564127693776,-2.5720783720068723,2.5720783720068723
2024,AIA,0.7208121827411167,0.7171606844464118,0.0036514982947049024,0.005091604118710934,-5.279965964571891,5.279965964571891
2005,ALB,0.5854922279792746,0.6223441600064329,0.03685193202715831,0.05921471493647082,-2.8265683173111706,2.8265683173111706
2006,ALB,0.6615384615384615,0.634904769560823,0.02663369197763854,0.04194911308677304,-3.1712741503211124,3.1712741503211124
2007,ALB,0.6717948717948717,0.6415690699908678,0.030225801804003916,0.04711231139062572,-3.055199698130698,3.055199698130698
2008,ALB,0.6564102564102564,0.6407021428886441,0.015708113521612277,0.024517029786713843,-3.7083465224184073,3.7083465224184073
2009,ALB,0.5794871794871795,0.6355051981348693,0.05601801864768974,0.0881472233619738,-2.4287355250552203,2.4287355250552203
2010,ALB,0.6512820512820513,0.6316927437737191,0.01958930750833221,0.031010816099146715,-3.4733869826331167,3.4733869826331167
2011,ALB,0.6446700507614213,0.6260164048657393,0.01865364589568197,0.02979737551715212,-3.5133013998039018,3.5133013998039018
2012,ALB,0.6040609137055837,0.6183620956728084,0.014301181967224741,0.02312752037568595,-3.766688774707738,3.766688774707738
2013,ALB,0.6192893401015228,0.6116003138001141,0.0076890263014086635,0.012571978999869553,-4.376205291628628,4.376205291628628
2014,ALB,0.6040609137055837,0.6063133677380884,0.002252454032504736,0.003714999787828754,-5.595107515127222,5.595107515127222
2015,ALB,0.5786802030456852,0.6043138101853887,0.025633607139703418,0.04241770866007457,-3.1601657720799516,3.1601657720799516
2016,ALB,0.6091370558375634,0.6070538011954713,0.002083254642092136,0.0034317463097827275,-5.674394664766202,5.674394664766202
2017,ALB,0.6192893401015228,0.6118841236794403,0.007405216422082472,0.012102318291170417,-4.414275625036362,4.414275625036362
2018,ALB,0.6243654822335025,0.6164888812911351,0.007876600942367418,0.012776549880139225,-4.360065563581525,4.360065563581525
2019,ALB,0.6192893401015228,0.6197370123119282,0.0004476722104054254,0.00072235835767721,-7.231605804829191,7.231605804829191
2020,ALB,0.6446700507614213,0.6217577111739718,0.022912339587449426,0.03685091342765576,-3.3008477369280578,3.3008477369280578
2021,ALB,0.6243654822335025,0.6226085447557526,0.0017569374777499647,0.002821897470808413,-5.86999144960222,5.86999144960222
2022,ALB,0.5939086294416244,0.6260130542697486,0.032104424828124256,0.05128395423890071,-2.9703578595132902,2.9703578595132902
2023,ALB,0.6091370558375634,0.635975890924878,0.02683883508731466,0.04220102596701246,-3.1652870503955737,3.1652870503955737
2024,ALB,0.6852791878172588,0.6513649979575594,0.033914189859699406,0.052066337561953446,-2.9552174450148696,2.9552174450148696
2005,ARE,0.9378238341968912,0.9418345518564926,0.0040107176596013705,0.004258409984742717,-5.458624629527144,5.458624629527144
2006,ARE,0.958974358974359,0.9466345776269366,0.012339781347422418,0.013035422156621726,-4.340008134623397,4.340008134623397
2007,ARE,0.9384615384615383,0.9507928885718443,0.01233135011030595,0.012969543902277685,-4.34507434612228,4.34507434612228
2008,ARE,0.953846153846154,0.9556421348812665,0.0017959810351124705,0.0018793447563251401,-6.276300137928513,6.276300137928513
2009,ARE,0.9692307692307692,0.9605419507276055,0.00868881850316372,0.009045745994312883,-4.705350144566469,4.705350144566469
2010,ARE,0.9692307692307692,0.964564613317646,0.004666155913123249,0.004837577336653353,-5.331134540170031,5.331134540170031
2011,ARE,0.964467005076142,0.9681726108186791,0.003705605742537088,0.003827422611556484,-5.565302411391945,5.565302411391945
2012,ARE,0.964467005076142,0.9725750163440952,0.00810801126795313,0.00833664358193274,-4.78697464666736,4.78697464666736
2013,ARE,0.9695431472081216,0.9783880060884784,0.008844858880356798,0.009040236414710232,-4.705959342391684,4.705959342391684
2014,ARE,0.9949238578680202,0.9849304744435406,0.00999338342447953,0.010146283096911509,-4.590549284506868,4.590549284506868
2015,ARE,0.9949238578680202,0.9901061383801371,0.004817719487883121,0.004865861649706717,-5.325305974730307,5.325305974730307
2016,ARE,0.9949238578680202,0.9934176562170394,0.0015062016509808096,0.001516181680036235,-6.490900823073319,6.490900823073319
2017,ARE,0.9949238578680202,0.9951385213910805,0.0002146635230603211,0.00021571220332245613,-8.436940336644582,8.436940336644582
2018,ARE,0.9949238578680202,0.9957832196032508,0.0008593617352306016,0.0008630008201714792,-7.053936839888124,7.053936839888124
2019,ARE,0.9949238578680202,0.9958318903908515,0.0009080325228313368,0.0009118331433179404,-6.9989574505686365,6.9989574505686365
2020,ARE,0.9949238578680202,0.9956271754135472,0.0007033175455269935,0.000706406537401775,-7.253905039785532,7.253905039785532
2021,ARE,0.9949238578680202,0.9953664311273486,0.00044257325932839375,0.0004446334992703509,-7.7160136942811555,7.7160136942811555
2022,ARE,0.9949238578680202,0.9951344831809823,0.0002106253129621205,0.00021165512453035423,-8.455838838128686,8.455838838128686
2023,ARE,0.9949238578680202,0.9949453455016821,2.148763366194295e-05,2.1596798014174562e-05,-10.697702342512441,10.697702342512441
2024,ARE,0.9949238578680202,0.994779331966608,0.0001445259014122291,0.0001452843829460265,-8.829958002416445,8.829958002416445
2005,ARG,0.8704663212435233,0.8687240699637213,0.0017422512798019874,0.0020055289591259344,-6.21134893570462,6.21134893570462
2006,ARG,0.8717948717948718,0.8719142279508484,0.00011935615597657989,0.00013688979047524872,-8.88905581161828,8.88905581161828
2007,ARG,0.8717948717948718,0.8753831461427442,0.0035882743478723444,0.004099090054090696,-5.4967463411007245,5.4967463411007245
2008,ARG,0.882051282051282,0.8793904877592209,0.0026607942920611194,0.003025725578225325,-5.800273911055107,5.800273911055107
2009,ARG,0.8769230769230769,0.8836217921244313,0.006698715201354344,0.007580975549787067,-4.881981486664089,4.881981486664089
2010,ARG,0.8871794871794871,0.8881883256492579,0.0010088384697707342,0.0011358384710058896,-6.779504140263943,6.779504140263943
2011,ARG,0.898477157360406,0.8921295603123673,0.006347597048038667,0.007115106740568197,-4.945394509211201,4.945394509211201
2012,ARG,0.898477157360406,0.8943235539372627,0.004153603423143304,0.004644407949289773,-5.371876085106722,5.371876085106722
2013,ARG,0.9035532994923856,0.894663979875133,0.008889319617252589,0.009935931050329375,-4.611497053437735,4.611497053437735
2014,ARG,0.883248730964467,0.893709088024871,0.010460357060404046,0.011704431789456017,-4.447702289402612,4.447702289402612
2015,ARG,0.8781725888324873,0.8934394194241296,0.015266830591642355,0.017087706519019117,-4.06933747114269,4.06933747114269
2016,ARG,0.898477157360406,0.894161857980897,0.00431529937950903,0.004826083041892873,-5.333512918827798,5.333512918827798
2017,ARG,0.9035532994923856,0.8937405947084986,0.00981270478388696,0.010979365648135812,-4.511646542167814,4.511646542167814
2018,ARG,0.898477157360406,0.8907302685209826,0.007746888839423427,0.008697233172828837,-4.744635357528755,4.744635357528755
2019,ARG,0.9035532994923856,0.8852555510978185,0.018297748394567104,0.020669453438474115,-3.8790499684959765,3.8790499684959765
2020,ARG,0.8578680203045684,0.8786806163327839,0.020812596028215502,0.023686190000500842,-3.7428208832752246,3.7428208832752246
2021,ARG,0.8578680203045684,0.8752972778627868,0.017429257558218336,0.019912386338930874,-3.9163630930514195,3.9163630930514195
2022,ARG,0.8781725888324873,0.8760673339602206,0.0021052548722666486,0.0024030742736975983,-6.030590366905579,6.030590366905579
2023,ARG,0.883248730964467,0.8791639016881637,0.00408482927630327,0.004646265922042082,-5.371476206061618,5.371476206061618
2024,ARG,0.8883248730964466,0.8830969388892571,0.005227934207189477,0.005920000372512983,-5.129249862518637,5.129249862518637
2005,ARM,0.6787564766839379,0.6761494652776757,0.002607011406262183,0.0038556732499840938,-5.557950319449379,5.557950319449379
2006,ARM,0.6615384615384615,0.6847680376384752,0.023229576100013638,0.033923277406644595,-3.383624373218493,3.383624373218493
2007,ARM,0.6974358974358974,0.6938037318242766,0.00363216561162083,0.005235148565820583,-5.2521690574217015,5.2521690574217015
2008,ARM,0.7282051282051282,0.6999569374840797,0.02824819072104845,0.04035704085251808,-3.209964626485672,3.209964626485672
2009,ARM,0.7025641025641025,0.7005091907647437,0.002054911799358794,0.0029334544449237747,-5.8312337220517,5.8312337220517
2010,ARM,0.7025641025641025,0.6972617383284957,0.005302364235606816,0.007604553561647969,-4.878876566748554,4.878876566748554
2011,ARM,0.6954314720812182,0.6923446127254603,0.0030868593557579205,0.004458559074513911,-5.412705380053968,5.412705380053968
2012,ARM,0.6700507614213197,0.6887362247834593,0.01868546336213961,0.027130071992386307,-3.6070756399188175,3.6070756399188175
2013,ARM,0.6751269035532994,0.6899088828272354,0.014781979273935986,0.021425987752701017,-3.8431040415462467,3.8431040415462467
2014,ARM,0.700507614213198,0.696345221043589,0.00416239316960898,0.005977485080418793,-5.11958807414697,5.11958807414697
2015,ARM,0.7106598984771573,0.7061627569354912,0.004497141541666028,0.006368420732328208,-5.056246750373226,5.056246750373226
2016,ARM,0.7208121827411167,0.7181449909130505,0.0026671918280661844,0.003714001854521206,-5.5953761016143675,5.5953761016143675
2017,ARM,0.7309644670050761,0.7317949660330417,0.0008304990279656144,0.001134879394521711,-6.780348131113539,6.780348131113539
2018,ARM,0.7461928934010151,0.7470424760447305,0.0008495826437153742,0.0011372614957767192,-6.77825318428207,6.77825318428207
2019,ARM,0.7868020304568527,0.7636844348529085,0.02311759560394422,0.030271136282091236,-3.497527584203827,3.497527584203827
2020,ARM,0.7766497461928933,0.7813818231393729,0.004732076946479591,0.0060560366345193874,-5.106534602707184,5.106534602707184
2021,ARM,0.7614213197969543,0.803494436882552,0.04207311708559769,0.052362673783823074,-2.9495421764632503,2.9495421764632503
2022,ARM,0.8375634517766497,0.8326249397494367,0.00493851202721296,0.0059312564294544375,-5.127350627479191,5.127350627479191
2023,ARM,0.8883248730964466,0.8646442966733229,0.02368057642312371,0.027387651215920333,-3.5976265405881396,3.5976265405881396
2024,ARM,0.8934010152284263,0.8962136345118596,0.0028126192834333485,0.003138335743982847,-5.76374404794337,5.76374404794337
2005,ATG,0.8186528497409327,0.8284162768419835,0.009763427101050826,0.011785653389465153,-4.440787456340843,4.440787456340843
2006,ATG,0.8307692307692308,0.8218660941847616,0.008903136584469173,0.01083283109920785,-4.525081531750929,4.525081531750929
2007,ATG,0.8205128205128205,0.8137537631913718,0.006759057321448658,0.008306022813266081,-4.79065399985883,4.79065399985883
2008,ATG,0.8051282051282052,0.8039416373791612,0.0011865677490439097,0.0014759376724311783,-6.5177844750834915,6.5177844750834915
2009,ATG,0.8102564102564103,0.7933735194369087,0.01688289081950156,0.021279876887602796,-3.849946408233492,3.849946408233492
2010,ATG,0.7589743589743589,0.7831830628932406,0.024208703918881636,0.030910658140958343,-3.4766218801177904,3.4766218801177904
2011,ATG,0.7766497461928933,0.7772051838079037,0.0005554376150104234,0.0007146602037431945,-7.242305079428015,7.242305079428015
2012,ATG,0.7715736040609137,0.7754014056136236,0.0038278015527098974,0.004936541931698872,-5.310887656294984,5.310887656294984
2013,ATG,0.7715736040609137,0.777644381724724,0.006070777663810367,0.007806624475761137,-4.85265452583312,4.85265452583312
2014,ATG,0.766497461928934,0.7831943173070958,0.01669685537816179,0.021318917935425775,-3.848113528874557,3.848113528874557
2015,ATG,0.8121827411167513,0.7903400931004195,0.021842648016331734,0.027637023867339648,-3.588562778031507,3.588562778031507
2016,ATG,0.8121827411167513,0.794699092983871,0.01748364813288028,0.022000337344332575,-3.8166520390926064,3.8166520390926064
2017,ATG,0.7868020304568527,0.7953835245192385,0.008581494062385842,0.010789127254770381,-4.529123706012374,4.529123706012374
2018,ATG,0.7918781725888324,0.794302978969572,0.002424806380739608,0.0030527474338384636,-5.791385775723921,5.791385775723921
2019,ATG,0.8020304568527918,0.7919940085479398,0.010036448304852064,0.012672379079297734,-4.368251620972775,4.368251620972775
2020,ATG,0.7868020304568527,0.7886051964464921,0.001803165989639366,0.0022865256249445893,-6.080284558715772,6.080284558715772
2021,ATG,0.781725888324873,0.7858909575861551,0.004165069261282128,0.005299805553272984,-5.2398964787899684,5.2398964787899684
2022,ATG,0.7766497461928933,0.785317200329513,0.008667454136619734,0.011036883100208346,-4.506422004688752,4.506422004688752
2023,ATG,0.7766497461928933,0.7876834219573439,0.011033675764450579,0.014007754202865647,-4.268072844580903,4.268072844580903
2024,ATG,0.8071065989847716,0.7924023270885675,0.014704271896204046,0.018556573338483567,-3.9868773070211425,3.9868773070211425
2005,AUS,1.0,1.000010075905543,1.007590554302773e-05,1.0075804020178153e-05,-11.410747646909416,11.410747646909416
2006,AUS,1.0,1.0000263117007353,2.63117007353042e-05,2.6311008447923875e-05,-10.508220697202008,10.508220697202008
2007,AUS,1.0,1.0000409353510407,4.0935351040660706e-05,4.0933675406288565e-05,-10.079421344856664,10.079421344856664
2008,AUS,1.0,1.0000481248394546,4.8124839454599666e-05,4.812252356587891e-05,-9.921192899918214,9.921192899918214
2009,AUS,1.0,1.0000355084928059,3.5508492805869096e-05,3.550723199757715e-05,-10.218000180082434,10.218000180082434
2010,AUS,1.0,0.9999830146636115,1.698533638849753e-05,1.698562489505014e-05,-10.925937736074163,10.925937736074163
2011,AUS,1.0,0.9998648903455398,0.00013510965446017487,0.00013512791154561172,-8.901915588175061,8.901915588175061
2012,AUS,1.0,0.9996581001860808,0.00034189981391918867,0.0003420167493821597,-7.97773127997262,7.97773127997262
2013,AUS,1.0,0.9993612263774381,0.0006387736225619278,0.0006391819151093182,-7.353758179641453,7.353758179641453
2014,AUS,1.0,0.9990275550820422,0.0009724449179577821,0.0009733914875630461,-6.933697397127419,6.933697397127419
2015,AUS,0.9949238578680202,0.9988125762419342,0.003888718373914024,0.0038933414200144107,-5.54823069739225,5.54823069739225
2016,AUS,1.0,0.9990273709860278,0.0009726290139722149,0.0009735759421808854,-6.933508112672918,6.933508112672918
2017,AUS,1.0,0.9993608255034112,0.0006391744965887902,0.0006395833019238239,-7.353131387435811,7.353131387435811
2018,AUS,1.0,0.9996574466254083,0.0003425533745916587,0.00034267075761605393,-7.975826458856825,7.975826458856825
2019,AUS,1.0,0.9998640091027977,0.0001359908972022872,0.00013600939324170206,-8.895461070678495,8.895461070678495
2020,AUS,1.0,0.9999820962262919,1.7903773708138893e-05,1.7904094258990956e-05,-10.876132031899179,10.876132031899179
2021,AUS,1.0,1.0000350498301558,3.5049830155786665e-05,3.504860170824959e-05,-10.230642482551465,10.230642482551465
2022,AUS,1.0,1.000049076352448,4.9076352448107485e-05,4.9073944077931895e-05,-9.902009763445868,9.902009763445868
2023,AUS,1.0,1.0000447742584018,4.477425840176963e-05,4.477225375731067e-05,-9.991832463582229,9.991832463582229
2024,AUS,1.0,1.000034889796858,3.488979685806193e-05,3.4888579602606926e-05,-10.235091429998988,10.235091429998988
2005,AUT,0.932642487046632,0.941709129211752,0.009066642165119987,0.009627858416015492,-4.642990604745741,4.642990604745741
2006,AUT,0.953846153846154,0.9450547286128228,0.008791425233331207,0.00930255673788914,-4.677358507002034,4.677358507002034
2007,AUT,0.9435897435897436,0.9469496652674745,0.003359921677730915,0.003548152347444861,-5.641046479373834,5.641046479373834
2008,AUT,0.953846153846154,0.9473499044666207,0.006496249379533303,0.006857286150454449,-4.9822977007529,4.9822977007529
2009,AUT,0.9435897435897436,0.9456738240327384,0.0020840804429947957,0.0022038047263563116,-6.117116333480546,6.117116333480546
2010,AUT,0.953846153846154,0.9423792016890303,0.011466952157123678,0.012168087046670183,-4.408856391504058,4.408856391504058
2011,AUT,0.934010152284264,0.9375903622878203,0.00358021000355635,0.0038185226166577227,-5.567629833634316,5.567629833634316
2012,AUT,0.934010152284264,0.9332663430265711,0.0007438092576929067,0.0007969956950132184,-7.133407355249295,7.133407355249295
2013,AUT,0.9187817258883249,0.9307933475021766,0.01201162161385172,0.012904713646788963,-4.3500851473181585,4.3500851473181585
2014,AUT,0.9187817258883249,0.9316765887927623,0.01289486290443742,0.01384049256957952,-4.280084489984629,4.280084489984629
2015,AUT,0.9390862944162436,0.9354994205182372,0.003586873898006382,0.0038341807801648524,-5.563538705726401,5.563538705726401
2016,AUT,0.949238578680203,0.9397820182338008,0.009456560446402196,0.010062504137049337,-4.598839851198822,4.598839851198822
2017,AUT,0.949238578680203,0.9426184573183333,0.006620121361869735,0.007023118750192309,-4.958405516443669,4.958405516443669
2018,AUT,0.9441624365482232,0.9436158628221404,0.0005465737260827996,0.0005792332956846677,-7.4520803013591115,7.4520803013591115
2019,AUT,0.9390862944162436,0.9434405792134266,0.004354284797183028,0.004615324900284997,-5.3781563665763015,5.3781563665763015
2020,AUT,0.9543147208121828,0.9428464027565702,0.011468318055612658,0.012163506189431387,-4.409232896301229,4.409232896301229
2021,AUT,0.9238578680203045,0.9418904441483996,0.018032576128095168,0.01914508873099263,-3.955656828028485,3.955656828028485
2022,AUT,0.949238578680203,0.9424647449746415,0.006773833705561505,0.007187360314198029,-4.935292184133228,4.935292184133228
2023,AUT,0.9390862944162436,0.9435761346405266,0.004489840224283004,0.004758323212565666,-5.347649803081764,5.347649803081764
2024,AUT,0.949238578680203,0.9453152559441761,0.003923322736026913,0.004150279720291109,-5.48433862593945,5.48433862593945
2005,AZE,0.8911917098445596,0.8737975435704639,0.017394166274095735,0.01990640326478905,-3.9166635930789875,3.9166635930789875
2006,AZE,0.8564102564102564,0.8717915094041806,0.015381252993924233,0.01764327001123977,-4.037344193567048,4.037344193567048
2007,AZE,0.8666666666666667,0.8725685418417526,0.005901875175085891,0.006763795498091936,-4.996023247218826,4.996023247218826
2008,AZE,0.8666666666666667,0.8764507070080071,0.009784040341340394,0.011163252266337676,-4.495038367151884,4.495038367151884
2009,AZE,0.882051282051282,0.8828157709997578,0.0007644889484758055,0.0008659665737620983,-7.050510135834568,7.050510135834568
2010,AZE,0.9025641025641026,0.8894760534592042,0.013088049104898358,0.014714335539443098,-4.218865095012122,4.218865095012122
2011,AZE,0.8883248730964466,0.8941215557967901,0.005796682700343503,0.006483103625857482,-5.038401693457037,5.038401693457037
2012,AZE,0.9035532994923856,0.8965363672797425,0.007016932212643101,0.007826712299394807,-4.850084982883695,4.850084982883695
2013,AZE,0.9086294416243654,0.8955771079432336,0.01305233368113179,0.014574215402967976,-4.2284327679204505,4.2284327679204505
